sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,nr_trials_used_for_likelihood,mean_fix_likelihood
2.0,1.0,cigarette,alcohol,395.0,8.0,3.0,0.375
2.0,1.0,cigarette,cigarette,395.0,8.0,3.0,0.375
2.0,1.0,cigarette,neutral,395.0,8.0,2.0,0.25
3.0,1.0,cigarette,alcohol,395.0,18.0,3.0,0.166666666667
3.0,1.0,cigarette,cigarette,395.0,18.0,14.0,0.777777777778
3.0,1.0,cigarette,neutral,395.0,18.0,1.0,0.0555555555556
4.0,1.0,cigarette,alcohol,395.0,1.0,1.0,1.0
4.0,1.0,cigarette,cigarette,395.0,1.0,0.0,0.0
4.0,1.0,cigarette,neutral,395.0,1.0,0.0,0.0
5.0,1.0,cigarette,alcohol,395.0,7.0,4.0,0.571428571429
5.0,1.0,cigarette,cigarette,395.0,7.0,3.0,0.428571428571
5.0,1.0,cigarette,neutral,395.0,7.0,0.0,0.0
6.0,1.0,cigarette,alcohol,395.0,46.0,11.0,0.239130434783
6.0,1.0,cigarette,cigarette,395.0,46.0,32.0,0.695652173913
6.0,1.0,cigarette,neutral,395.0,46.0,3.0,0.0652173913043
7.0,1.0,cigarette,alcohol,395.0,23.0,0.0,0.0
7.0,1.0,cigarette,cigarette,395.0,23.0,23.0,1.0
7.0,1.0,cigarette,neutral,395.0,23.0,0.0,0.0
8.0,1.0,cigarette,alcohol,395.0,14.0,2.0,0.142857142857
8.0,1.0,cigarette,cigarette,395.0,14.0,12.0,0.857142857143
8.0,1.0,cigarette,neutral,395.0,14.0,0.0,0.0
9.0,1.0,cigarette,alcohol,395.0,11.0,1.0,0.0909090909091
9.0,1.0,cigarette,cigarette,395.0,11.0,9.0,0.818181818182
9.0,1.0,cigarette,neutral,395.0,11.0,1.0,0.0909090909091
10.0,1.0,cigarette,alcohol,395.0,45.0,6.0,0.133333333333
10.0,1.0,cigarette,cigarette,395.0,45.0,37.0,0.822222222222
10.0,1.0,cigarette,neutral,395.0,45.0,2.0,0.0444444444444
11.0,1.0,cigarette,alcohol,395.0,9.0,1.0,0.111111111111
11.0,1.0,cigarette,cigarette,395.0,9.0,4.0,0.444444444444
11.0,1.0,cigarette,neutral,395.0,9.0,4.0,0.444444444444
12.0,1.0,cigarette,alcohol,395.0,1.0,0.0,0.0
12.0,1.0,cigarette,cigarette,395.0,1.0,1.0,1.0
12.0,1.0,cigarette,neutral,395.0,1.0,0.0,0.0
13.0,1.0,cigarette,alcohol,395.0,21.0,6.0,0.285714285714
13.0,1.0,cigarette,cigarette,395.0,21.0,7.0,0.333333333333
13.0,1.0,cigarette,neutral,395.0,21.0,8.0,0.380952380952
14.0,1.0,cigarette,alcohol,395.0,26.0,6.0,0.230769230769
14.0,1.0,cigarette,cigarette,395.0,26.0,16.0,0.615384615385
14.0,1.0,cigarette,neutral,395.0,26.0,4.0,0.153846153846
15.0,1.0,cigarette,alcohol,395.0,8.0,0.0,0.0
15.0,1.0,cigarette,cigarette,395.0,8.0,8.0,1.0
15.0,1.0,cigarette,neutral,395.0,8.0,0.0,0.0
16.0,1.0,cigarette,alcohol,395.0,12.0,1.0,0.0833333333333
16.0,1.0,cigarette,cigarette,395.0,12.0,10.0,0.833333333333
16.0,1.0,cigarette,neutral,395.0,12.0,1.0,0.0833333333333
17.0,1.0,cigarette,alcohol,395.0,19.0,3.0,0.157894736842
17.0,1.0,cigarette,cigarette,395.0,19.0,12.0,0.631578947368
17.0,1.0,cigarette,neutral,395.0,19.0,4.0,0.210526315789
18.0,1.0,cigarette,alcohol,395.0,17.0,4.0,0.235294117647
18.0,1.0,cigarette,cigarette,395.0,17.0,9.0,0.529411764706
18.0,1.0,cigarette,neutral,395.0,17.0,4.0,0.235294117647
19.0,1.0,cigarette,alcohol,395.0,19.0,1.0,0.0526315789474
19.0,1.0,cigarette,cigarette,395.0,19.0,11.0,0.578947368421
19.0,1.0,cigarette,neutral,395.0,19.0,7.0,0.368421052632
20.0,1.0,cigarette,alcohol,395.0,24.0,4.0,0.166666666667
20.0,1.0,cigarette,cigarette,395.0,24.0,15.0,0.625
20.0,1.0,cigarette,neutral,395.0,24.0,5.0,0.208333333333
21.0,1.0,cigarette,alcohol,395.0,8.0,2.0,0.25
21.0,1.0,cigarette,cigarette,395.0,8.0,6.0,0.75
21.0,1.0,cigarette,neutral,395.0,8.0,0.0,0.0
22.0,1.0,cigarette,alcohol,395.0,20.0,1.0,0.05
22.0,1.0,cigarette,cigarette,395.0,20.0,17.0,0.85
22.0,1.0,cigarette,neutral,395.0,20.0,2.0,0.1
23.0,1.0,cigarette,alcohol,395.0,18.0,0.0,0.0
23.0,1.0,cigarette,cigarette,395.0,18.0,17.0,0.944444444444
23.0,1.0,cigarette,neutral,395.0,18.0,1.0,0.0555555555556
24.0,1.0,cigarette,alcohol,395.0,4.0,1.0,0.25
24.0,1.0,cigarette,cigarette,395.0,4.0,2.0,0.5
24.0,1.0,cigarette,neutral,395.0,4.0,1.0,0.25
25.0,1.0,cigarette,alcohol,395.0,17.0,3.0,0.176470588235
25.0,1.0,cigarette,cigarette,395.0,17.0,10.0,0.588235294118
25.0,1.0,cigarette,neutral,395.0,17.0,4.0,0.235294117647
26.0,1.0,cigarette,alcohol,395.0,14.0,0.0,0.0
26.0,1.0,cigarette,cigarette,395.0,14.0,5.0,0.357142857143
26.0,1.0,cigarette,neutral,395.0,14.0,9.0,0.642857142857
27.0,1.0,cigarette,alcohol,395.0,23.0,4.0,0.173913043478
27.0,1.0,cigarette,cigarette,395.0,23.0,9.0,0.391304347826
27.0,1.0,cigarette,neutral,395.0,23.0,10.0,0.434782608696
28.0,1.0,cigarette,alcohol,395.0,29.0,3.0,0.103448275862
28.0,1.0,cigarette,cigarette,395.0,29.0,25.0,0.862068965517
28.0,1.0,cigarette,neutral,395.0,29.0,1.0,0.0344827586207
29.0,1.0,cigarette,alcohol,395.0,34.0,14.0,0.411764705882
29.0,1.0,cigarette,cigarette,395.0,34.0,9.0,0.264705882353
29.0,1.0,cigarette,neutral,395.0,34.0,11.0,0.323529411765
1.0,1.0,neutral,alcohol,395.0,1.0,0.0,0.0
1.0,1.0,neutral,cigarette,395.0,1.0,0.0,0.0
1.0,1.0,neutral,neutral,395.0,1.0,1.0,1.0
2.0,1.0,neutral,alcohol,395.0,1.0,1.0,1.0
2.0,1.0,neutral,cigarette,395.0,1.0,0.0,0.0
2.0,1.0,neutral,neutral,395.0,1.0,0.0,0.0
3.0,1.0,neutral,alcohol,395.0,0.0,0.0,
3.0,1.0,neutral,cigarette,395.0,0.0,0.0,
3.0,1.0,neutral,neutral,395.0,0.0,0.0,
4.0,1.0,neutral,alcohol,395.0,0.0,0.0,
4.0,1.0,neutral,cigarette,395.0,0.0,0.0,
4.0,1.0,neutral,neutral,395.0,0.0,0.0,
5.0,1.0,neutral,alcohol,395.0,5.0,2.0,0.4
5.0,1.0,neutral,cigarette,395.0,5.0,1.0,0.2
5.0,1.0,neutral,neutral,395.0,5.0,2.0,0.4
6.0,1.0,neutral,alcohol,395.0,0.0,0.0,
6.0,1.0,neutral,cigarette,395.0,0.0,0.0,
6.0,1.0,neutral,neutral,395.0,0.0,0.0,
7.0,1.0,neutral,alcohol,395.0,0.0,0.0,
7.0,1.0,neutral,cigarette,395.0,0.0,0.0,
7.0,1.0,neutral,neutral,395.0,0.0,0.0,
8.0,1.0,neutral,alcohol,395.0,13.0,1.0,0.0769230769231
8.0,1.0,neutral,cigarette,395.0,13.0,1.0,0.0769230769231
8.0,1.0,neutral,neutral,395.0,13.0,11.0,0.846153846154
9.0,1.0,neutral,alcohol,395.0,6.0,1.0,0.166666666667
9.0,1.0,neutral,cigarette,395.0,6.0,2.0,0.333333333333
9.0,1.0,neutral,neutral,395.0,6.0,3.0,0.5
10.0,1.0,neutral,alcohol,395.0,1.0,0.0,0.0
10.0,1.0,neutral,cigarette,395.0,1.0,1.0,1.0
10.0,1.0,neutral,neutral,395.0,1.0,0.0,0.0
11.0,1.0,neutral,alcohol,395.0,0.0,0.0,
11.0,1.0,neutral,cigarette,395.0,0.0,0.0,
11.0,1.0,neutral,neutral,395.0,0.0,0.0,
12.0,1.0,neutral,alcohol,395.0,0.0,0.0,
12.0,1.0,neutral,cigarette,395.0,0.0,0.0,
12.0,1.0,neutral,neutral,395.0,0.0,0.0,
13.0,1.0,neutral,alcohol,395.0,37.0,4.0,0.108108108108
13.0,1.0,neutral,cigarette,395.0,37.0,9.0,0.243243243243
13.0,1.0,neutral,neutral,395.0,37.0,24.0,0.648648648649
14.0,1.0,neutral,alcohol,395.0,0.0,0.0,
14.0,1.0,neutral,cigarette,395.0,0.0,0.0,
14.0,1.0,neutral,neutral,395.0,0.0,0.0,
15.0,1.0,neutral,alcohol,395.0,0.0,0.0,
15.0,1.0,neutral,cigarette,395.0,0.0,0.0,
15.0,1.0,neutral,neutral,395.0,0.0,0.0,
16.0,1.0,neutral,alcohol,395.0,3.0,1.0,0.333333333333
16.0,1.0,neutral,cigarette,395.0,3.0,1.0,0.333333333333
16.0,1.0,neutral,neutral,395.0,3.0,1.0,0.333333333333
17.0,1.0,neutral,alcohol,395.0,2.0,0.0,0.0
17.0,1.0,neutral,cigarette,395.0,2.0,2.0,1.0
17.0,1.0,neutral,neutral,395.0,2.0,0.0,0.0
18.0,1.0,neutral,alcohol,395.0,0.0,0.0,
18.0,1.0,neutral,cigarette,395.0,0.0,0.0,
18.0,1.0,neutral,neutral,395.0,0.0,0.0,
19.0,1.0,neutral,alcohol,395.0,6.0,0.0,0.0
19.0,1.0,neutral,cigarette,395.0,6.0,1.0,0.166666666667
19.0,1.0,neutral,neutral,395.0,6.0,5.0,0.833333333333
20.0,1.0,neutral,alcohol,395.0,5.0,0.0,0.0
20.0,1.0,neutral,cigarette,395.0,5.0,1.0,0.2
20.0,1.0,neutral,neutral,395.0,5.0,4.0,0.8
21.0,1.0,neutral,alcohol,395.0,0.0,0.0,
21.0,1.0,neutral,cigarette,395.0,0.0,0.0,
21.0,1.0,neutral,neutral,395.0,0.0,0.0,
22.0,1.0,neutral,alcohol,395.0,1.0,1.0,1.0
22.0,1.0,neutral,cigarette,395.0,1.0,0.0,0.0
22.0,1.0,neutral,neutral,395.0,1.0,0.0,0.0
23.0,1.0,neutral,alcohol,395.0,1.0,1.0,1.0
23.0,1.0,neutral,cigarette,395.0,1.0,0.0,0.0
23.0,1.0,neutral,neutral,395.0,1.0,0.0,0.0
24.0,1.0,neutral,alcohol,395.0,0.0,0.0,
24.0,1.0,neutral,cigarette,395.0,0.0,0.0,
24.0,1.0,neutral,neutral,395.0,0.0,0.0,
25.0,1.0,neutral,alcohol,395.0,3.0,0.0,0.0
25.0,1.0,neutral,cigarette,395.0,3.0,3.0,1.0
25.0,1.0,neutral,neutral,395.0,3.0,0.0,0.0
26.0,1.0,neutral,alcohol,395.0,36.0,0.0,0.0
26.0,1.0,neutral,cigarette,395.0,36.0,1.0,0.0277777777778
26.0,1.0,neutral,neutral,395.0,36.0,35.0,0.972222222222
27.0,1.0,neutral,alcohol,395.0,42.0,15.0,0.357142857143
27.0,1.0,neutral,cigarette,395.0,42.0,18.0,0.428571428571
27.0,1.0,neutral,neutral,395.0,42.0,9.0,0.214285714286
28.0,1.0,neutral,alcohol,395.0,4.0,1.0,0.25
28.0,1.0,neutral,cigarette,395.0,4.0,0.0,0.0
28.0,1.0,neutral,neutral,395.0,4.0,3.0,0.75
29.0,1.0,neutral,alcohol,395.0,0.0,0.0,
29.0,1.0,neutral,cigarette,395.0,0.0,0.0,
29.0,1.0,neutral,neutral,395.0,0.0,0.0,
